,Temporal Dark Patterns,Monetary Dark Patterns,Social Dark Patterns,Psychological Dark Patterns,Temporal Dark Patterns Present,Monetary Dark Patterns Present,Social Dark Patterns Present,Psychological Dark Patterns Present,Temporal Dark Patterns Absence,Monetary Dark Patterns Absence,Social Dark Patterns Absence,Psychological Dark Patterns Absence
75,This game has 5 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,5,5,5,5,0,3,2,0
76,This game has 14 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 18 reported Monetary Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 15 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 11 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,14,18,15,11,2,6,4,3
77,This game has 18 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 36 reported Monetary Dark Patterns. There are 7 votes indicating the absence of a dark pattern.,This game has 14 reported Social Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 20 reported Psychological Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,18,36,14,20,3,7,12,5
78,This game has 7 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 0 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,7,7,0,0,0,0,0,0
79,This game has 11 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 16 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 6 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,11,16,6,9,2,3,5,2
80,This game has 12 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 14 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 8 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,12,14,8,8,1,5,4,2
81,This game has 6 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,6,6,2,5,0,4,0,0
82,This game has 4 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 5 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,5,4,6,1,2,2,0
83,This game has 13 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 19 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 2 reported Social Dark Patterns. There are 12 votes indicating the absence of a dark pattern.,This game has 11 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,13,19,2,11,0,0,12,1
84,This game has 13 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 17 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,13,17,8,9,1,5,6,4
85,This game has 9 reported Temporal Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 14 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 8 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 9 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,9,14,8,9,3,4,2,2
86,This game has 18 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 23 reported Monetary Dark Patterns. There are 10 votes indicating the absence of a dark pattern.,This game has 14 reported Social Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,This game has 12 reported Psychological Dark Patterns. There are 6 votes indicating the absence of a dark pattern.,18,23,14,12,1,10,6,6
87,This game has 8 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 11 reported Monetary Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 1 reported Social Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 8 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,8,11,1,8,2,0,0,0
88,This game has 14 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 15 reported Monetary Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,14,15,3,10,0,5,4,4
89,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,6,8,4,5,1,3,3,2
90,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,6,9,5,3,1,2,2,4
91,This game has 7 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 7 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Social Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Psychological Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,7,7,5,4,0,4,2,3
92,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 9 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 4 reported Social Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,5,9,4,5,2,2,3,2
93,This game has 9 reported Temporal Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 18 reported Monetary Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 9 reported Social Dark Patterns. There are 5 votes indicating the absence of a dark pattern.,This game has 10 reported Psychological Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,9,18,9,10,5,4,5,4
94,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,6,8,3,6,1,3,4,1
95,This game has 5 reported Temporal Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 10 reported Monetary Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 5 reported Psychological Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,5,10,3,5,2,1,4,2
96,This game has 6 reported Temporal Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,This game has 8 reported Monetary Dark Patterns. There are 3 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 6 reported Psychological Dark Patterns. There are 1 votes indicating the absence of a dark pattern.,6,8,3,6,1,3,4,1
97,This game has 4 reported Temporal Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,This game has 6 reported Monetary Dark Patterns. There are 2 votes indicating the absence of a dark pattern.,This game has 3 reported Social Dark Patterns. There are 4 votes indicating the absence of a dark pattern.,This game has 7 reported Psychological Dark Patterns. There are 0 votes indicating the absence of a dark pattern.,4,6,3,7,0,2,4,0
